tenure_months,total_orders,total_spend,recency_days,age,income_bracket,nps_score,online_ratio,return_rate,support_tickets,discount_usage,category_preference,region,gender,clv_tier,customer_id,avg_order_value,tenure_years,purchase_frequency,recency_score,frequency_score,monetary_score,rfm_score,retention_rate,churn_rate,clv_12month,clv_segment,clv_predicted_rf,clv_predicted_ridge,clv_predicted_xgb,clv_predicted_ensemble,clv_error_rf
16,35,800.0,34,47,3,8,0.5396590645316406,0.0577823464637166,7,0.3488800570660947,Sports,West,M,Growers,CUST_00843,22.857142857142858,1.3333333333333333,26.25,4,4,3,11,0.762532934993998,0.237467065006002,887.06,High,940.9373073103059,997.5216244456195,829.65436,916.7167467811122,53.87730731030592
25,86,5012.240573500339,1,46,4,8,0.7022070298387366,0.0331199267251459,3,0.0189172983563115,Luxury,South,M,Champions,CUST_00267,58.28186713372488,2.083333333333333,41.28,5,5,5,15,0.95,0.05,17350.55,Very High,13749.370678192812,13090.53123456153,11913.636,13042.061647974571,3601.179321807187
74,132,15000.0,2,45,4,10,0.6038763415478263,0.0665884017225583,2,0.0697554501331364,Luxury,East,F,Champions,CUST_00052,113.63636363636364,6.166666666666667,21.405405405405403,5,5,5,15,0.95,0.05,14190.56,Very High,14691.104997217695,12393.68050037561,14492.592,14142.014028573101,500.5449972176957
25,56,2500.0,39,51,3,8,0.5714343697637074,0.0556378191290552,5,0.2167935333381116,Tech,West,M,Growers,CUST_01196,44.642857142857146,2.083333333333333,26.88,4,4,4,12,0.7464758549563297,0.2535241450436702,1485.1,High,1672.9849549341684,1902.5733964062802,1559.3358,1680.7256461071986,187.8849549341685
29,18,2327.6501231872803,49,51,3,8,0.6220322457102656,0.0662460213836833,4,0.3315018544008126,Sports,North,F,Growers,CUST_01271,129.3138957326267,2.4166666666666665,7.448275862068966,4,3,4,11,0.6146347029129663,0.3853652970870337,950.5,High,893.4653189768823,1156.1763831606204,952.6582,959.0182922670451,57.03468102311774
24,53,2500.0,85,31,2,6,0.7535480380805558,0.091473263637014,5,0.1220695482421023,Sports,East,F,Growers,CUST_01492,47.16981132075472,2.0,26.5,3,4,4,11,0.6277807242750865,0.3722192757249135,955.15,High,1268.3996960872178,1237.6234200160836,1182.6191,1235.9459089412853,313.2496960872178
44,7,298.5173644012521,134,46,2,4,0.2636636127399612,0.1257183482450892,12,0.5574653469057493,Clothing,East,F,At-Risk,CUST_01583,42.64533777160744,3.6666666666666665,1.9090909090909087,2,2,2,6,0.4453107934602801,0.55468920653972,52.41,Low,57.29965592437246,56.862615954621056,51.069557,55.271410790897896,4.889655924372462
74,62,12280.368198114662,18,56,4,9,0.6392499841463188,0.0757698012317616,3,0.0138674275555599,Luxury,West,M,Champions,CUST_00522,198.070454808301,6.166666666666667,10.054054054054054,5,5,5,15,0.95,0.05,16784.35,Very High,14225.724576293684,10021.050397238618,16551.85,13879.51841727973,2558.625423706315
38,4,439.6033556042549,143,46,2,6,0.5989429394658843,0.2943433478132102,11,0.4444305802175144,Grocery,West,M,At-Risk,CUST_01695,109.90083890106372,3.1666666666666665,1.2631578947368425,2,1,2,5,0.2920456667815693,0.7079543332184306,72.72,Low,82.74548659607629,62.1337449014959,64.97106,72.67821092149615,10.025486596076291
14,7,60.82203285460693,212,42,1,3,0.1488086914524699,0.371651563186297,5,0.7983665438083342,Grocery,East,M,Hibernating,CUST_02664,8.68886183637242,1.1666666666666667,6.0,1,2,1,4,0.3381416320837242,0.6618583679162757,28.99,Low,27.318337549642216,40.11482168914954,28.178848,29.78605238563036,1.6716624503577826
18,3,43.40080785096532,273,60,2,2,0.2700321268567447,0.4418530040221476,2,0.5290804379283225,Grocery,West,F,Hibernating,CUST_02749,14.466935950321773,1.5,2.0,1,1,1,3,0.1920957686021044,0.8079042313978956,9.26,Low,12.464420776360969,25.28644930893782,9.856836,13.429497566816297,3.204420776360969
28,19,200.0,121,40,1,6,0.5975210106804785,0.2482388855565729,5,0.4063282162890499,Pharmacy,East,M,At-Risk,CUST_01922,10.526315789473683,2.333333333333333,8.142857142857142,2,3,2,7,0.5102073302254028,0.4897926697745972,54.15,Low,91.09834069918152,98.79993324961727,65.89793,84.03070379860337,36.94834069918152
83,64,11328.68174884102,16,56,3,10,0.7274870097807371,0.0770682606243603,3,0.0308970053815442,Home,West,F,Champions,CUST_00103,177.01065232564093,6.916666666666667,9.25301204819277,5,5,5,15,0.95,0.05,15602.7,Very High,13427.725215245684,6619.663563365718,14992.037,12048.379030715467,2174.9747847543167
31,38,1587.426333903432,31,30,2,9,0.732167422231139,0.0504972485322349,2,0.2652567645585917,Sports,North,M,Growers,CUST_00696,41.77437720798505,2.583333333333333,14.709677419354838,4,4,4,12,0.7784661804019892,0.2215338195980107,887.38,High,1008.9694733499433,1196.2904962811979,880.19806,1002.0350099404038,121.58947334994332
6,1,76.70891789176784,265,37,2,5,0.3434504797194746,0.2426771734912446,18,0.9147655190646496,Grocery,South,M,Hibernating,CUST_02333,76.70891789176784,0.5,2.0,1,1,1,3,0.1916841470035158,0.8083158529964842,80.3,Low,80.1966627979153,44.976926228585164,78.40034,70.9819847894152,0.10333720208470254
13,2,132.5142278090646,321,27,2,5,0.3460703245532969,0.4515675928238422,9,0.4978101942013129,Grocery,West,M,Hibernating,CUST_02725,66.2571139045323,1.0833333333333333,1.8461538461538465,1,1,1,3,0.2120977701160505,0.7879022298839494,49.58,Low,47.59016142421552,43.14053226916282,51.299206,47.72930902885842,1.989838575784475
18,17,292.898298191857,129,51,1,7,0.3122785908321762,0.2600513358608901,5,0.6264614895530114,Pharmacy,South,M,At-Risk,CUST_02273,17.22931165834453,1.5,11.333333333333334,2,3,2,7,0.543408963652661,0.456591036347339,143.57,Low,149.89937550370672,147.871628292427,143.83781,147.6519777152369,6.3293755037067285
2,7,125.24972537489596,353,42,1,2,0.1230772885955448,0.3721769080608949,6,0.4042426098028024,Pharmacy,East,M,Hibernating,CUST_02483,17.892817910699424,0.1666666666666666,42.0,1,2,1,4,0.2603815367909675,0.7396184632090325,384.22,Medium,339.95460438155584,116.71570302838055,387.63135,285.66622143723527,44.26539561844419
26,4,519.2493708754535,121,36,2,6,0.5153452053993253,0.268338019192353,10,0.6418880545642373,Pharmacy,South,M,At-Risk,CUST_01843,129.81234271886336,2.1666666666666665,1.8461538461538465,2,1,2,5,0.1489712039085109,0.8510287960914891,100.06,Low,123.29356874610286,64.17524074563266,118.3366,106.91280693329193,23.23356874610286
26,18,686.7366333517053,141,48,2,6,0.5726744010034781,0.1410812661199617,7,0.6806169740409069,Grocery,South,F,At-Risk,CUST_01831,38.15203518620585,2.1666666666666665,8.307692307692308,2,3,3,8,0.5339791574692824,0.4660208425307176,252.07,Medium,235.46387160484394,226.5015929968598,236.79338,234.03863076400347,16.60612839515605
15,52,1380.1209853484297,32,25,3,9,0.7415400867370677,0.0512388321903755,2,0.3391319372695022,Clothing,North,M,Growers,CUST_00795,26.540788179777493,1.25,41.6,4,4,4,12,0.8463857959375043,0.1536142040624957,2225.0,High,2451.3604817033693,3110.6169159443816,2332.342,2532.861776049653,226.36048170336926
25,11,651.4021725990661,137,51,1,4,0.2542200482505957,0.1307361647877675,12,0.6365499864543984,Grocery,West,M,At-Risk,CUST_01821,59.21837932718783,2.083333333333333,5.279999999999999,2,2,3,7,0.4100017081065086,0.5899982918934914,156.42,Low,191.9837720299089,160.9656596509297,171.04706,179.02764025717153,35.563772029908904
